t_affinia_1.txt, truthful, n, word_count=66, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=1, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=1, unique_TIME=0, 
t_affinia_3.txt, truthful, n, word_count=146, total_entity_count=1, total_unique_entity_count=1, LOCATION=1, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_affinia_4.txt, truthful, n, word_count=110, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_affinia_5.txt, truthful, n, word_count=104, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_affinia_6.txt, truthful, n, word_count=124, total_entity_count=1, total_unique_entity_count=1, LOCATION=1, PERSON=0, ORGANIZATION=2, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=2, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_affinia_7.txt, truthful, n, word_count=512, total_entity_count=1, total_unique_entity_count=1, LOCATION=1, PERSON=0, ORGANIZATION=3, MONEY=0, PERCENT=0, DATE=0, TIME=1, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=3, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=1, 
t_affinia_8.txt, truthful, n, word_count=153, total_entity_count=1, total_unique_entity_count=1, LOCATION=2, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=2, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_affinia_9.txt, truthful, n, word_count=241, total_entity_count=1, total_unique_entity_count=1, LOCATION=1, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=8, TIME=0, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=7, unique_TIME=0, 
t_allegro_1.txt, truthful, n, word_count=78, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_allegro_10.txt, truthful, n, word_count=201, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_allegro_11.txt, truthful, n, word_count=277, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=2, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=2, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_allegro_12.txt, truthful, n, word_count=225, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=1, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=1, unique_TIME=0, 
t_allegro_13.txt, truthful, n, word_count=178, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=1, TIME=1, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=1, unique_TIME=1, 
t_allegro_14.txt, truthful, n, word_count=280, total_entity_count=1, total_unique_entity_count=1, LOCATION=6, PERSON=0, ORGANIZATION=2, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=5, unique_PERSON=0, unique_ORGANIZATION=2, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_allegro_15.txt, truthful, n, word_count=137, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=2, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=2, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_allegro_16.txt, truthful, n, word_count=204, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_allegro_17.txt, truthful, n, word_count=195, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=4, ORGANIZATION=3, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=1, unique_ORGANIZATION=2, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_allegro_18.txt, truthful, n, word_count=128, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_allegro_19.txt, truthful, n, word_count=223, total_entity_count=1, total_unique_entity_count=1, LOCATION=1, PERSON=1, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=1, unique_PERSON=1, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_allegro_2.txt, truthful, n, word_count=245, total_entity_count=1, total_unique_entity_count=1, LOCATION=1, PERSON=1, ORGANIZATION=1, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=1, unique_PERSON=1, unique_ORGANIZATION=1, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_allegro_20.txt, truthful, n, word_count=188, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=1, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=1, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_allegro_3.txt, truthful, n, word_count=142, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=1, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=1, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_allegro_4.txt, truthful, n, word_count=372, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=2, ORGANIZATION=6, MONEY=0, PERCENT=0, DATE=2, TIME=1, unique_LOCATION=0, unique_PERSON=1, unique_ORGANIZATION=4, unique_MONEY=0, unique_PERCENT=0, unique_DATE=1, unique_TIME=1, 
t_allegro_5.txt, truthful, n, word_count=76, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=1, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=1, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_allegro_6.txt, truthful, n, word_count=91, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_allegro_7.txt, truthful, n, word_count=174, total_entity_count=1, total_unique_entity_count=1, LOCATION=1, PERSON=0, ORGANIZATION=2, MONEY=0, PERCENT=0, DATE=1, TIME=0, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=2, unique_MONEY=0, unique_PERCENT=0, unique_DATE=1, unique_TIME=0, 
t_allegro_8.txt, truthful, n, word_count=200, total_entity_count=1, total_unique_entity_count=1, LOCATION=1, PERSON=2, ORGANIZATION=4, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=1, unique_PERSON=1, unique_ORGANIZATION=2, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_allegro_9.txt, truthful, n, word_count=220, total_entity_count=1, total_unique_entity_count=1, LOCATION=1, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_amalfi_1.txt, truthful, n, word_count=236, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=1, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=1, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_amalfi_10.txt, truthful, n, word_count=147, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_amalfi_11.txt, truthful, n, word_count=174, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_amalfi_12.txt, truthful, n, word_count=97, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_amalfi_13.txt, truthful, n, word_count=136, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_amalfi_14.txt, truthful, n, word_count=198, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_amalfi_15.txt, truthful, n, word_count=214, total_entity_count=1, total_unique_entity_count=1, LOCATION=4, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=4, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_amalfi_16.txt, truthful, n, word_count=274, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=2, ORGANIZATION=3, MONEY=0, PERCENT=0, DATE=0, TIME=1, unique_LOCATION=0, unique_PERSON=2, unique_ORGANIZATION=1, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=1, 
t_amalfi_17.txt, truthful, n, word_count=89, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_amalfi_18.txt, truthful, n, word_count=174, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_amalfi_19.txt, truthful, n, word_count=170, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=1, TIME=1, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=1, unique_TIME=1, 
t_amalfi_2.txt, truthful, n, word_count=252, total_entity_count=1, total_unique_entity_count=1, LOCATION=1, PERSON=0, ORGANIZATION=4, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=4, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_amalfi_20.txt, truthful, n, word_count=218, total_entity_count=1, total_unique_entity_count=1, LOCATION=3, PERSON=1, ORGANIZATION=2, MONEY=0, PERCENT=0, DATE=6, TIME=0, unique_LOCATION=3, unique_PERSON=1, unique_ORGANIZATION=2, unique_MONEY=0, unique_PERCENT=0, unique_DATE=5, unique_TIME=0, 
t_amalfi_3.txt, truthful, n, word_count=359, total_entity_count=1, total_unique_entity_count=1, LOCATION=2, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=2, unique_LOCATION=2, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=2, 
t_amalfi_4.txt, truthful, n, word_count=270, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=4, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=4, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_amalfi_5.txt, truthful, n, word_count=131, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=1, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=1, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_amalfi_6.txt, truthful, n, word_count=117, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=2, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=2, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_amalfi_7.txt, truthful, n, word_count=147, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=1, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=1, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_amalfi_8.txt, truthful, n, word_count=160, total_entity_count=1, total_unique_entity_count=1, LOCATION=2, PERSON=0, ORGANIZATION=6, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=2, unique_PERSON=0, unique_ORGANIZATION=6, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_amalfi_9.txt, truthful, n, word_count=182, total_entity_count=1, total_unique_entity_count=1, LOCATION=2, PERSON=0, ORGANIZATION=2, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=2, unique_PERSON=0, unique_ORGANIZATION=2, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_ambassador_1.txt, truthful, n, word_count=146, total_entity_count=1, total_unique_entity_count=1, LOCATION=2, PERSON=0, ORGANIZATION=1, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=1, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_ambassador_10.txt, truthful, n, word_count=201, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_ambassador_11.txt, truthful, n, word_count=116, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_ambassador_12.txt, truthful, n, word_count=125, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_ambassador_13.txt, truthful, n, word_count=68, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_ambassador_14.txt, truthful, n, word_count=104, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_ambassador_15.txt, truthful, n, word_count=111, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_ambassador_16.txt, truthful, n, word_count=239, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_ambassador_17.txt, truthful, n, word_count=462, total_entity_count=1, total_unique_entity_count=1, LOCATION=1, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_ambassador_18.txt, truthful, n, word_count=151, total_entity_count=1, total_unique_entity_count=1, LOCATION=1, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_ambassador_19.txt, truthful, n, word_count=151, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_ambassador_2.txt, truthful, n, word_count=78, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_ambassador_20.txt, truthful, n, word_count=74, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_ambassador_3.txt, truthful, n, word_count=584, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=3, ORGANIZATION=1, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=2, unique_ORGANIZATION=1, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_ambassador_4.txt, truthful, n, word_count=175, total_entity_count=1, total_unique_entity_count=1, LOCATION=1, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_ambassador_5.txt, truthful, n, word_count=63, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_ambassador_6.txt, truthful, n, word_count=118, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_ambassador_7.txt, truthful, n, word_count=278, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=0, ORGANIZATION=2, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=2, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
t_ambassador_8.txt, truthful, n, word_count=252, total_entity_count=1, total_unique_entity_count=1, LOCATION=0, PERSON=2, ORGANIZATION=7, MONEY=0, PERCENT=0, DATE=2, TIME=0, unique_LOCATION=0, unique_PERSON=2, unique_ORGANIZATION=7, unique_MONEY=0, unique_PERCENT=0, unique_DATE=2, unique_TIME=0, 
